Source data:
n_boxes: 6, m: 5, d: 4, nExp: 10000
# 3053, Balls: Black, Blue, White, Green
# 3054, Balls: Green, Blue, Blue, Red
# 3055, Balls: Black, Red, Red, Black
# 3056, Balls: Black, Black, Black, Black
# 3057, Balls: White, Blue, White, Green
# 3058, Balls: Green, Green, Blue, Green
# 3059, Balls: Black, Blue, Green, Black
# 3060, Balls: Red, Blue, Green, Black
# 3061, Balls: Red, Blue, Red, Black
# 3062, Balls: White, Green, Red, Black
# 3063, Balls: White, Green, White, Black
# 3064, Balls: Blue, Black, Red, Blue
# 3065, Balls: Green, White, Green, Black
# 3066, Balls: Blue, Black, Green, Blue
# 3067, Balls: Red, Green, Red, Blue
# 3068, Balls: White, Green, Black, Red
# 3069, Balls: Black, Black, Black, Green
# 3070, Balls: Black, Blue, Green, Green
# 3071, Balls: Black, Green, White, White
# 3072, Balls: Blue, Black, Blue, Green
# 3073, Balls: Red, Black, Black, Red
# 3074, Balls: Green, Black, Green, White
# 3075, Balls: Black, White, White, White
# 3076, Balls: Black, Blue, Blue, Green
# 3077, Balls: Green, White, Blue, Black
# 3078, Balls: Red, Blue, Blue, White
# 3079, Balls: Blue, Black, Blue, Red
# 3080, Balls: Green, White, Blue, White
# 3081, Balls: Black, Red, Green, Red
# 3082, Balls: Blue, Black, Blue, Green
# 3083, Balls: Black, Blue, Black, Green
# 3084, Balls: White, White, Blue, White
# 3085, Balls: Blue, Red, Black, Red
# 3086, Balls: Green, Green, White, Blue
# 3087, Balls: Black, Green, Blue, Blue
# 3088, Balls: Green, Black, Black, Blue
# 3089, Balls: Red, Green, Green, White
# 3090, Balls: Blue, White, White, Blue
# 3091, Balls: Blue, Blue, Blue, Green
# 3092, Balls: Black, Black, White, Green
# 3093, Balls: Green, Green, Blue, Green
# 3094, Balls: Green, Blue, Green, Green
# 3095, Balls: Black, Blue, Red, Green
# 3096, Balls: Blue, Black, Black, Black
# 3097, Balls: Black, Green, Red, Red
# 3098, Balls: Green, Blue, Black, Red
# 3099, Balls: Blue, White, White, Red
# 3100, Balls: Black, Blue, Red, Blue
# 3101, Balls: Blue, Blue, Blue, Green
# 3102, Balls: White, Black, Blue, White
# 3103, Balls: Red, Red, Blue, Blue
# 3104, Balls: Green, Green, Black, Red
# 3105, Balls: Red, Blue, Blue, White
# 3106, Balls: Blue, Green, Blue, Blue
# 3107, Balls: Green, Green, White, Blue
# 3108, Balls: Black, White, Blue, Red
# 3109, Balls: Blue, Blue, Green, Blue
# 3110, Balls: Black, Red, Green, Green
# 3111, Balls: Green, White, Black, Black
# 3112, Balls: Black, Green, Black, Black
# 3113, Balls: Blue, Blue, Blue, Blue
# 3114, Balls: Blue, Blue, Blue, White
# 3115, Balls: Blue, Red, Blue, Black
# 3116, Balls: Blue, Black, Red, Black
# 3117, Balls: White, Blue, Green, White
# 3118, Balls: Black, Blue, Blue, Red
# 3119, Balls: Black, Blue, Black, White
# 3120, Balls: Red, Blue, White, Red
# 3121, Balls: Blue, Red, Blue, Blue
# 3122, Balls: Blue, Red, Black, Green
# 3123, Balls: Blue, Blue, Green, Blue
# 3124, Balls: Blue, Green, Green, Black
# 3125, Balls: Green, Black, Green, Green
# 3126, Balls: Blue, White, White, Black
# 3127, Balls: Red, Red, Red, Blue
# 3128, Balls: Black, Green, White, Black
# 3129, Balls: Green, Black, Red, White
# 3130, Balls: Red, Black, Red, Black
# 3131, Balls: Black, Black, Green, Black
# 3132, Balls: White, White, White, Black
# 3133, Balls: Blue, Red, Blue, White
# 3134, Balls: Green, Red, Green, Black
# 3135, Balls: Blue, White, White, Green
# 3136, Balls: Blue, Green, Green, Black
# 3137, Balls: Black, Red, Black, Black
# 3138, Balls: Black, Black, White, White
# 3139, Balls: Green, Blue, Blue, White
# 3140, Balls: Black, Black, Black, Green
# 3141, Balls: Green, Blue, Green, Green
# 3142, Balls: Blue, Green, Green, Green
# 3143, Balls: Black, Green, Green, Black
# 3144, Balls: Black, White, Black, White
# 3145, Balls: Red, Red, Red, Blue
# 3146, Balls: Red, Blue, Black, White
# 3147, Balls: White, Green, Green, Blue
# 3148, Balls: Blue, Black, Blue, Green
# 3149, Balls: Blue, White, Green, Black
# 3150, Balls: Green, Blue, Blue, Black
# 3151, Balls: White, Red, Green, Red
# 3152, Balls: Red, Black, Black, White
# 3153, Balls: Green, Green, Green, White
# 3154, Balls: Black, Black, Blue, Green
# 3155, Balls: Black, Blue, Red, Green
# 3156, Balls: White, White, Green, White
# 3157, Balls: Black, Blue, Red, Green
# 3158, Balls: Black, Blue, Black, Green
# 3159, Balls: Green, White, Black, Red
# 3160, Balls: Blue, Green, Green, Red
# 3161, Balls: Green, Black, Green, Red
# 3162, Balls: White, Red, Black, Black
# 3163, Balls: Red, Blue, Red, Green
# 3164, Balls: Green, Black, White, Green
# 3165, Balls: White, Green, White, White
# 3166, Balls: Blue, Black, Blue, Blue
# 3167, Balls: Green, Black, Green, Black
# 3168, Balls: Blue, White, Black, White
# 3169, Balls: Blue, Black, Red, Black
# 3170, Balls: Black, Black, White, White
# 3171, Balls: Blue, Blue, Blue, White
# 3172, Balls: Blue, Blue, Red, Blue
# 3173, Balls: Blue, Black, Red, Black
# 3174, Balls: White, Black, Black, Red
# 3175, Balls: Black, Red, Red, Red
# 3176, Balls: Black, Red, Black, Red
# 3177, Balls: White, Blue, White, Blue
# 3178, Balls: White, White, Green, Blue
# 3179, Balls: Black, Blue, White, Red
# 3180, Balls: Blue, Black, Green, Green
# 3181, Balls: Blue, Black, Black, Green
# 3182, Balls: Green, Red, Black, Black
# 3183, Balls: White, Green, Black, White
# 3184, Balls: Blue, Black, Black, Blue
# 3185, Balls: Black, Blue, White, White
# 3186, Balls: Black, Blue, Red, White
# 3187, Balls: Red, Black, Green, Blue
# 3188, Balls: Black, Red, White, Black
# 3189, Balls: Blue, Black, Blue, Green
# 3190, Balls: Blue, Green, Green, Red
# 3191, Balls: Green, White, White, Blue
# 3192, Balls: White, White, Blue, Black
# 3193, Balls: Red, Blue, Red, Red
# 3194, Balls: Red, Green, Green, Black
# 3195, Balls: Green, White, Black, Red
# 3196, Balls: Blue, Blue, Green, Blue
# 3197, Balls: Black, Blue, Black, Blue
# 3198, Balls: Green, Green, Blue, Blue
# 3199, Balls: Red, Blue, Black, Red
# 3200, Balls: Red, Green, Green, White
# 3201, Balls: Black, Black, Blue, Green
# 3202, Balls: Blue, White, Blue, Blue
# 3203, Balls: Black, Black, Blue, Black
# 3204, Balls: White, Blue, Red, White
# 3205, Balls: Green, Red, Black, Blue
# 3206, Balls: Red, Black, White, Green
# 3207, Balls: Green, Black, White, Blue
# 3208, Balls: Black, Blue, Blue, Green
# 3209, Balls: Black, Black, Black, Red
# 3210, Balls: Green, Green, White, Blue
# 3211, Balls: Red, Green, Red, Red
# 3212, Balls: Black, Green, Blue, Red
# 3213, Balls: Black, Green, White, Red
# 3214, Balls: Black, Green, Red, Green
# 3215, Balls: Black, Black, Black, Black
# 3216, Balls: Blue, Blue, Green, Blue
# 3217, Balls: Red, Red, Blue, Blue
# 3218, Balls: Red, Black, Green, Blue
# 3219, Balls: Green, Blue, Blue, Green
# 3220, Balls: Blue, Green, Green, Green
# 3221, Balls: Red, Blue, White, Black
# 3222, Balls: Black, Blue, White, White
# 3223, Balls: Red, Blue, Black, Red
# 3224, Balls: Green, Red, White, Black
# 3225, Balls: White, Blue, Green, Blue
# 3226, Balls: Green, Green, Blue, White
# 3227, Balls: Black, Blue, Red, Green
# 3228, Balls: Red, Black, Red, White
# 3229, Balls: Green, Red, Red, Green
# 3230, Balls: White, Red, Red, Black
# 3231, Balls: Blue, Black, Blue, Blue
# 3232, Balls: Black, Black, Green, Black
# 3233, Balls: Black, Blue, White, Blue
# 3234, Balls: Blue, Blue, White, Green
# 3235, Balls: Black, Black, Black, Green
# 3236, Balls: Black, Blue, Green, Black
# 3237, Balls: Green, Green, White, Blue
# 3238, Balls: Black, Green, Blue, Red
# 3239, Balls: Black, Blue, Green, White
# 3240, Balls: Green, Blue, White, Red
# 3241, Balls: Red, White, Red, Red
# 3242, Balls: White, Green, Red, Black
# 3243, Balls: Blue, Black, Green, Black
# 3244, Balls: Green, Blue, Black, Green
# 3245, Balls: White, Black, White, Red
# 3246, Balls: Green, Black, Black, Blue
# 3247, Balls: Blue, Black, Red, Blue
# 3248, Balls: Blue, Blue, White, Green
# 3249, Balls: White, Black, White, White
# 3250, Balls: Green, Black, Green, Green
# 3251, Balls: Blue, Black, Green, Black
# 3252, Balls: White, Black, Black, Red
# 3253, Balls: Blue, Black, Black, Blue
# 3254, Balls: Black, Black, Green, Black
# 3255, Balls: White, White, Blue, Green
# 3256, Balls: Black, Green, Black, Blue
# 3257, Balls: Black, Blue, White, Black
# 3258, Balls: Blue, White, Black, White
# 3259, Balls: Blue, Blue, Blue, Black
# 3260, Balls: Green, Red, Black, Black
# 3261, Balls: Black, Green, Green, Red
# 3262, Balls: Black, Black, Black, Green
# 3263, Balls: Blue, Blue, White, Blue
# 3264, Balls: White, White, Blue, White
# 3265, Balls: Black, Green, Blue, Black
# 3266, Balls: Green, White, Red, Black
# 3267, Balls: Blue, Blue, White, Blue
# 3268, Balls: Black, Black, Black, Black
# 3269, Balls: Red, Green, White, White
# 3270, Balls: Black, White, White, White
# 3271, Balls: Red, Black, White, Blue
# 3272, Balls: Black, Black, Green, Red
# 3273, Balls: Blue, Green, Red, Blue
# 3274, Balls: Blue, Black, Green, Green
# 3275, Balls: White, Green, White, Black
# 3276, Balls: Black, White, Green, Black
# 3277, Balls: White, Red, Green, Red
# 3278, Balls: Blue, Green, White, White
# 3279, Balls: Green, White, Blue, Green
# 3280, Balls: Blue, Green, Blue, Red
# 3281, Balls: Blue, Blue, Blue, Black
# 3282, Balls: White, Red, Black, White
# 3283, Balls: Blue, Black, Red, Black
# 3284, Balls: Red, Red, Blue, Black
# 3285, Balls: Blue, Blue, Blue, Black
# 3286, Balls: Black, Black, Blue, White
# 3287, Balls: Black, Black, Black, White
# 3288, Balls: Blue, Black, Black, White
# 3289, Balls: Blue, Blue, Blue, Blue
# 3290, Balls: Green, Blue, White, Black
# 3291, Balls: Red, Blue, White, White
# 3292, Balls: Blue, Green, Red, Blue
# 3293, Balls: Blue, Green, White, White
# 3294, Balls: Red, Blue, White, White
# 3295, Balls: Red, Blue, Red, Red
# 3296, Balls: White, Black, Green, White
# 3297, Balls: Red, Blue, Green, White
# 3298, Balls: Green, Blue, Black, Green
# 3299, Balls: Black, Blue, Blue, Black
# 3300, Balls: Blue, Blue, White, White
# 3301, Balls: Blue, Blue, Blue, Black
# 3302, Balls: Green, Green, Black, Black
# 3303, Balls: White, Green, Green, Blue
# 3304, Balls: Black, Green, White, Blue
# 3305, Balls: Blue, Black, Black, Black
# 3306, Balls: White, White, White, Black
# 3307, Balls: Black, Red, Green, Blue
# 3308, Balls: Red, White, Black, Green
# 3309, Balls: White, White, Black, White
# 3310, Balls: Black, Green, Blue, Green
# 3311, Balls: Black, Blue, Blue, Black
# 3312, Balls: White, Blue, Black, Black
# 3313, Balls: Black, White, Red, Red
# 3314, Balls: Black, Black, Green, Green
# 3315, Balls: Blue, Blue, White, Blue
# 3316, Balls: Black, Blue, Blue, Blue
# 3317, Balls: Blue, Green, White, Black
# 3318, Balls: Black, Black, Blue, Blue
# 3319, Balls: Blue, Red, Red, Black
# 3320, Balls: Green, Blue, Black, Black
# 3321, Balls: Blue, White, Green, Red
# 3322, Balls: Black, Blue, Blue, Green
# 3323, Balls: Blue, White, White, White
# 3324, Balls: White, Blue, White, Blue
# 3325, Balls: Blue, Blue, Blue, Green
# 3326, Balls: Red, Black, Black, White
# 3327, Balls: White, Blue, Blue, Blue
# 3328, Balls: Black, Blue, Blue, White
# 3329, Balls: White, Black, Black, Red
# 3330, Balls: White, Green, White, Red
# 3331, Balls: Black, Red, Green, Blue
# 3332, Balls: White, Black, Black, White
# 3333, Balls: Green, Green, Blue, Blue
# 3334, Balls: Black, Blue, Black, Blue
# 3335, Balls: White, Black, White, Green
# 3336, Balls: Blue, White, Blue, Blue
# 3337, Balls: Black, Blue, Red, White
# 3338, Balls: Black, White, Green, Green
# 3339, Balls: Blue, Blue, White, Blue
# 3340, Balls: Red, Blue, Green, Black
# 3341, Balls: Black, Black, Black, White
# 3342, Balls: White, White, White, White
# 3343, Balls: Blue, Green, Blue, Black
# 3344, Balls: Red, Black, White, Black
# 3345, Balls: Black, White, Black, Green
# 3346, Balls: Red, Blue, Black, Green
# 3347, Balls: Green, Black, White, Black
# 3348, Balls: Black, White, Black, Green
# 3349, Balls: Red, Red, Red, Red
# 3350, Balls: Green, Red, Green, Green
# 3351, Balls: Black, Blue, White, Blue
# 3352, Balls: Green, White, White, Blue
# 3353, Balls: Black, White, White, Blue
# 3354, Balls: Red, Green, Blue, Green
# 3355, Balls: Blue, Blue, Blue, Red
# 3356, Balls: Green, Green, Blue, Red
# 3357, Balls: Blue, Green, Green, White
# 3358, Balls: Black, Green, Green, Black
# 3359, Balls: Green, Black, Blue, Blue
# 3360, Balls: Red, Blue, Blue, White
# 3361, Balls: Green, Blue, Black, Blue
# 3362, Balls: White, Green, Black, Green
# 3363, Balls: Blue, Red, Blue, Red
# 3364, Balls: Green, Green, Black, Blue
# 3365, Balls: Blue, Black, Black, White
# 3366, Balls: Blue, Blue, Blue, White
# 3367, Balls: Red, Red, Green, Black
# 3368, Balls: Green, Black, Black, Green
# 3369, Balls: Red, Blue, Black, Blue
# 3370, Balls: White, Green, Blue, Blue
# 3371, Balls: Black, White, Green, Black
# 3372, Balls: Blue, White, Red, White
# 3373, Balls: Black, Blue, Red, Red
# 3374, Balls: Red, Black, Blue, Green
# 3375, Balls: Green, Red, Blue, Blue
# 3376, Balls: Blue, Black, Green, Green
# 3377, Balls: White, Green, Black, Blue
# 3378, Balls: White, Red, Blue, Blue
# 3379, Balls: Red, Green, Blue, Black
# 3380, Balls: White, Red, White, Red
# 3381, Balls: Green, White, Black, Blue
# 3382, Balls: Blue, Green, Blue, Blue
# 3383, Balls: White, Green, Blue, Black
# 3384, Balls: Blue, White, Black, White
# 3385, Balls: Blue, Red, Blue, Black
# 3386, Balls: White, Green, Black, Green
# 3387, Balls: Green, Green, White, Blue
# 3388, Balls: Green, Green, Black, Green
# 3389, Balls: Red, White, White, White
# 3390, Balls: Blue, White, White, Blue
# 3391, Balls: Blue, Red, Black, Red
# 3392, Balls: Black, Red, Green, Black
# 3393, Balls: Green, Black, Blue, White
# 3394, Balls: Black, Blue, Blue, Black
# 3395, Balls: Blue, Black, Black, Blue
# 3396, Balls: Green, Black, White, Red
# 3397, Balls: Red, Blue, Black, Blue
# 3398, Balls: Black, Red, Red, White
# 3399, Balls: Green, White, Blue, Blue
# 3400, Balls: Blue, Black, Green, Blue
# 3401, Balls: White, Black, Black, Blue
# 3402, Balls: Blue, White, Black, Red
# 3403, Balls: Green, White, Red, Blue
# 3404, Balls: Red, Green, Red, Black
# 3405, Balls: White, Blue, Black, Green
# 3406, Balls: Black, Red, Blue, Green
# 3407, Balls: Blue, White, White, Green
# 3408, Balls: White, Blue, Red, Black
# 3409, Balls: Black, Red, Green, Red
# 3410, Balls: Green, Black, Green, Black
# 3411, Balls: Blue, Blue, Green, Black
# 3412, Balls: Green, Black, Blue, Green
# 3413, Balls: Blue, Green, Green, Red
# 3414, Balls: Blue, White, Blue, White
# 3415, Balls: Red, Black, Blue, Black
# 3416, Balls: Black, Black, Green, Black
# 3417, Balls: Blue, Red, Green, Blue
# 3418, Balls: Green, Green, Black, Blue
# 3419, Balls: White, White, Black, Green
# 3420, Balls: White, Blue, Blue, Black
# 3421, Balls: Red, Black, Red, Red
# 3422, Balls: Green, Black, Blue, White
# 3423, Balls: White, Blue, Black, Blue
# 3424, Balls: Green, Blue, Blue, Green
# 3425, Balls: Black, White, Green, Green
# 3426, Balls: Blue, Blue, Blue, Green
# 3427, Balls: Green, Red, Black, Black
# 3428, Balls: Black, Black, Red, Black
# 3429, Balls: Blue, Green, Red, Blue
# 3430, Balls: Blue, Black, Blue, Black
# 3431, Balls: Red, White, Blue, Black
# 3432, Balls: White, White, Black, Green
# 3433, Balls: Blue, Blue, Black, Black
# 3434, Balls: Black, White, Black, Green
# 3435, Balls: Blue, Black, Blue, Blue
# 3436, Balls: Black, Blue, Black, Red
# 3437, Balls: Blue, Blue, Black, Black
# 3438, Balls: White, Blue, Blue, Blue
# 3439, Balls: Black, Red, Blue, Green
# 3440, Balls: Black, Red, White, Black
# 3441, Balls: Blue, Black, White, Green
# 3442, Balls: Green, Black, Black, Black
# 3443, Balls: Green, Blue, Blue, White
# 3444, Balls: Blue, Blue, White, Blue
# 3445, Balls: Black, Red, Black, Black
# 3446, Balls: Green, White, Green, Green
# 3447, Balls: Blue, Green, White, White
# 3448, Balls: Black, Green, Red, Blue
# 3449, Balls: Black, Blue, Black, Black
# 3450, Balls: White, Black, Blue, Blue
# 3451, Balls: Red, Green, Green, Green
# 3452, Balls: Red, Black, Red, Red
# 3453, Balls: White, Blue, Blue, Blue
# 3454, Balls: Green, Blue, Green, Black
# 3455, Balls: Green, White, White, Green
# 3456, Balls: White, White, Black, Black
# 3457, Balls: Blue, Green, Green, Blue
# 3458, Balls: Blue, Blue, Black, Black
# 3459, Balls: White, Green, White, Blue
# 3460, Balls: Black, Blue, Green, Black
# 3461, Balls: Blue, White, Red, Black
# 3462, Balls: White, Blue, Green, Blue
# 3463, Balls: Green, Blue, Black, Black
# 3464, Balls: Green, Blue, Black, Blue
# 3465, Balls: Green, White, Green, Black
# 3466, Balls: Black, Blue, Black, Blue
# 3467, Balls: Green, Blue, White, Black
# 3468, Balls: Blue, Black, Black, White
# 3469, Balls: Blue, Red, Blue, Green
# 3470, Balls: Green, Black, Black, Red
# 3471, Balls: Blue, White, White, Black
# 3472, Balls: Blue, Blue, Green, Green
# 3473, Balls: Green, Red, White, Red
# 3474, Balls: Black, Blue, Blue, Blue
# 3475, Balls: Green, Black, Black, White
# 3476, Balls: Red, White, Black, White
# 3477, Balls: Blue, Black, Green, White
# 3478, Balls: Blue, Black, Black, Green
# 3479, Balls: Blue, Black, Green, Blue
# 3480, Balls: Green, Blue, Blue, Red
# 3481, Balls: Blue, Green, Blue, White
# 3482, Balls: Blue, White, Black, Blue
# 3483, Balls: Blue, White, White, Black
# 3484, Balls: Black, Black, Black, Green
# 3485, Balls: Blue, Blue, Black, Green
# 3486, Balls: Black, Green, White, Blue
# 3487, Balls: Black, Red, Green, Red
# 3488, Balls: Black, Red, Red, Red
# 3489, Balls: Red, Blue, Red, Green
# 3490, Balls: Blue, Black, Blue, Black
# 3491, Balls: Black, Black, Blue, White
# 3492, Balls: Blue, Blue, White, Blue
# 3493, Balls: Black, Black, Red, Black
# 3494, Balls: Green, Black, White, Black
# 3495, Balls: White, Blue, Green, Green
# 3496, Balls: Blue, Black, Black, Black
# 3497, Balls: White, Blue, Red, Black
# 3498, Balls: White, White, Blue, White
# 3499, Balls: Green, Red, Blue, Blue
# 3500, Balls: Green, Black, Green, Black
# 3501, Balls: Blue, Blue, Green, Black
# 3502, Balls: Green, Green, Green, Green
# 3503, Balls: Green, Blue, Black, Green
# 3504, Balls: Blue, Black, Blue, White
# 3505, Balls: Red, Black, Red, Green
# 3506, Balls: Blue, Black, Black, Green
# 3507, Balls: Red, Blue, Blue, Black
# 3508, Balls: Black, Green, Black, Black
# 3509, Balls: White, Blue, Black, Blue
# 3510, Balls: Blue, Green, Blue, Black
# 3511, Balls: Blue, Blue, Red, Blue
# 3512, Balls: Black, Green, Green, Black
# 3513, Balls: Blue, Blue, Green, Blue
# 3514, Balls: White, Black, Red, Black
# 3515, Balls: Black, Blue, Black, Green
# 3516, Balls: White, Green, Black, White
# 3517, Balls: Red, White, Black, Red
# 3518, Balls: White, White, Blue, White
# 3519, Balls: Blue, Blue, White, Blue
# 3520, Balls: Blue, White, Green, Blue
# 3521, Balls: Blue, Green, Green, Black
# 3522, Balls: White, White, White, White
# 3523, Balls: Black, Red, Red, Red
# 3524, Balls: White, Red, Green, White
# 3525, Balls: White, Green, Blue, White
